Titre,Prix,Fabricant,Carrosserie,Energie,Puissance fiscale,Boite,Transmission,Kilometrage,Annee,Inserée le,Model
Land Rover Range Rover Sport Sport SDV6,275000,Land Rover,SUV/4x4,Diesel,16,Automatique,Automatique,90000,08.2017,22.02.2024,Range Rover Sport Sport SDV6
Ford Fiesta Titanium,32000,Ford,Autres,Essence,5,Manuelle,Traction,162000,07.2017,14.02.2024,Fiesta Titanium
Seat Arona,70000,Seat,SUV/4x4,Essence,6,Automatique,Traction,65000,11.2020,14.02.2024,Arona
Citroën C4 Berline,38000,Citroën,Berline,Essence,6,Manuelle,Traction,210000,12.2015,03.02.2024,C4 Berline
Audi A4,45000,Audi,Berline,Essence,8,Automatique,Propulsion,300000,11.2015,03.02.2024,A4
Chevrolet Cruze,40000,Chevrolet,Berline,Essence,7,Manuelle,Traction,145000,02.2019,04.02.2024,Cruze
Fiat Fiorino,36000,Fiat,Utilitaire,Diesel,5,Manuelle,Traction,80000,01.2020,09.02.2024,Fiorino
BMW Série 3 F30 PACK M,77000,BMW,Berline,Essence,10,Automatique,Traction,250000,04.2014,10.02.2024,Série 3 F30 PACK M
Mercedes-Benz 220 KIT AMG,95000,Mercedes,Berline,Diesel,9,Automatique,Traction,86000,04.2013,12.02.2024,-Benz 220 KIT AMG
Suzuki Dzire Glx,35000,Suzuki,Berline,Essence,5,Manuelle,Traction,220000,01.2019,12.02.2024,Dzire Glx
Suzuki Celerio populaire,32500,Suzuki,Compacte,Essence,4,Manuelle,Traction,77000,06.2018,26.01.2024,Celerio populaire
Chery Arrizo 5,49000,Chery,Berline,Essence,7,Manuelle,Traction,66000,10.2020,27.01.2024,Arrizo 5
Toyota Yaris Sedan,50000,Toyota,Citadine,Essence,6,Manuelle,Traction,33000,09.2021,31.01.2024,Yaris Sedan
Citroën C4 Berline,38000,Citroën,Berline,Essence,6,Manuelle,Traction,210000,12.2015,03.02.2024,C4 Berline
Audi A4,45000,Audi,Berline,Essence,8,Automatique,Propulsion,300000,11.2015,03.02.2024,A4
Chevrolet Cruze,40000,Chevrolet,Berline,Essence,7,Manuelle,Traction,145000,02.2019,04.02.2024,Cruze
Fiat Fiorino,36000,Fiat,Utilitaire,Diesel,5,Manuelle,Traction,80000,01.2020,09.02.2024,Fiorino
BMW Série 3 F30 PACK M,77000,BMW,Berline,Essence,10,Automatique,Traction,250000,04.2014,10.02.2024,Série 3 F30 PACK M
Mercedes-Benz 220 KIT AMG,95000,Mercedes,Berline,Diesel,9,Automatique,Traction,86000,04.2013,12.02.2024,-Benz 220 KIT AMG
Suzuki Dzire Glx,35000,Suzuki,Berline,Essence,5,Manuelle,Traction,220000,01.2019,12.02.2024,Dzire Glx
Volkswagen Touareg R5 TDI,35000,Volkswagen,SUV/4x4,Diesel,12,Manuelle,Traction,180000,12.2003,15.02.2024,Touareg R5 TDI
Mercedes-Benz Classe C Kit AMG,106000,Mercedes,Berline,Essence,8,Automatique,Traction,160000,07.2015,15.02.2024,-Benz Classe C Kit AMG
Hyundai i20,42000,Hyundai,Compacte,Essence,5,Manuelle,Traction,113000,08.2018,20.02.2024,i20
Peugeot 2008,35000,Peugeot,SUV/4x4,Essence,5,Manuelle,Traction,175000,05.2016,22.02.2024,2008
Chery Tiggo 2,49400,Chery,SUV/4x4,Essence,6,Manuelle,Traction,45000,05.2020,26.02.2024,Tiggo 2
Haval H6,65000,Haval,SUV/4x4,Essence,9,Automatique,Intégrale,82730,06.2018,19.01.2024,H6
Mini Cooper S,34000,Mini,Autres,Essence,5,Manuelle,Propulsion,20127,03.2009,19.01.2024,Cooper S
Mercedes-Benz Classe C AMG Sport Pack,62000,Mercedes,Berline,Essence,9,Automatique,Propulsion,158000,01.2009,19.01.2024,-Benz Classe C AMG Sport Pack
Mercedes-Benz Classe C AVANT GARDE,98000,Mercedes,Citadine,Essence,8,Automatique,Intégrale,113000,08.2014,19.01.2024,-Benz Classe C AVANT GARDE
Mercedes-Benz Classe C 200 kit AMG,218000,Mercedes,Berline,Hybride essence,11,Automatique,Propulsion,25000,01.2022,19.01.2024,-Benz Classe C 200 kit AMG
Mercedes-Benz Classe C C180 Kit Amg,122000,Mercedes,Berline,Essence,8,Automatique,Propulsion,62000,07.2015,19.01.2024,-Benz Classe C C180 Kit Amg
Audi A6 TOUTE OPTION,108000,Audi,Berline,Essence,10,Automatique,Traction,125000,07.2017,19.01.2024,A6 TOUTE OPTION
Porsche Cayenne,160000,Porsche,Monospace,Essence,21,Automatique,Intégrale,148000,06.2013,22.01.2024,Cayenne
Volkswagen Golf 7 Sound,77000,Volkswagen,Compacte,Essence,6,Manuelle,Traction,73000,06.2017,22.01.2024,Golf 7 Sound
KIA Sportage,59500,KIA,SUV/4x4,Diesel,9,Manuelle,Traction,180000,12.2012,22.01.2024,Sportage
Citroën Nemo 1.3,28500,Citroën,Pick up,Diesel,5,Manuelle,Intégrale,60000,01.2017,22.01.2024,Nemo 1.3
Mercedes-Benz CLA 200 kitAMG Plus Essence 9cv,179000,Mercedes,Coupé,Essence,9,Automatique,Traction,33000,12.2019,22.01.2024,-Benz CLA 200 kitAMG Plus Essence 9cv
Fiat Punto Classic,18500,Fiat,Citadine,Essence,5,Manuelle,Traction,220000,06.2007,22.01.2024,Punto Classic
Volkswagen Golf 7,44500,Volkswagen,Citadine,Essence,5,Manuelle,Traction,154000,04.2014,26.01.2024,Golf 7
Hyundai i10,25000,Hyundai,Citadine,Essence,4,Manuelle,Traction,170000,11.2013,26.01.2024,i10
Hyundai i20,28000,Hyundai,Citadine,Essence,4,Manuelle,Traction,172000,02.2014,26.01.2024,i20
Citroën C3 excellente,33500,Citroën,Citadine,Essence,4,Manuelle,Traction,110000,01.2020,26.01.2024,C3 excellente
Opel Meriva BLANC,36000,Opel,Citadine,Diesel,6,Manuelle,Traction,123000,03.2012,26.01.2024,Meriva BLANC
Mercedes-Benz Classe E,73000,Mercedes,Berline,Essence,12,Automatique,Traction,240000,03.2013,26.01.2024,-Benz Classe E
Seat Ibiza Excellence,83192,Seat,Autres,Essence,4,Manuelle,Intégrale,27000,10.2021,26.01.2024,Ibiza Excellence
Mercedes-Benz Classe S 500,100000,Mercedes,Autres,Essence,25,Automatique,Traction,163000,06.2006,27.01.2024,-Benz Classe S 500
Hyundai i10,33000,Hyundai,Coupé,Essence,5,Manuelle,Traction,165000,08.2018,27.01.2024,i10
BMW X3 Pack M Édition limitée,250000,BMW,SUV/4x4,Diesel,8,Automatique,Intégrale,58000,07.2020,27.01.2024,X3 Pack M Édition limitée
Citroën DS3 Sport chic,30000,Citroën,Coupé,Essence,5,Manuelle,Traction,122000,10.2013,27.01.2024,DS3 Sport chic
Volkswagen Golf 7 1.2 TSI SMARTLINE,53000,Smart,Citadine,Essence,5,Manuelle,Traction,170000,02.2016,27.01.2024,Volkswagen Golf 7 1.2 TSI SMARTLINE
Suzuki Celerio populaire,32500,Suzuki,Compacte,Essence,4,Manuelle,Traction,77000,06.2018,26.01.2024,Celerio populaire
Chery Arrizo 5,49000,Chery,Berline,Essence,7,Manuelle,Traction,66000,10.2020,27.01.2024,Arrizo 5
Toyota Yaris Sedan,50000,Toyota,Citadine,Essence,6,Manuelle,Traction,33000,09.2021,31.01.2024,Yaris Sedan
Citroën C4 Berline,38000,Citroën,Berline,Essence,6,Manuelle,Traction,210000,12.2015,03.02.2024,C4 Berline
Audi A4,45000,Audi,Berline,Essence,8,Automatique,Propulsion,300000,11.2015,03.02.2024,A4
Chevrolet Cruze,40000,Chevrolet,Berline,Essence,7,Manuelle,Traction,145000,02.2019,04.02.2024,Cruze
Fiat Fiorino,36000,Fiat,Utilitaire,Diesel,5,Manuelle,Traction,80000,01.2020,09.02.2024,Fiorino
BMW Série 3 F30 PACK M,77000,BMW,Berline,Essence,10,Automatique,Traction,250000,04.2014,10.02.2024,Série 3 F30 PACK M
Mercedes-Benz 220 KIT AMG,95000,Mercedes,Berline,Diesel,9,Automatique,Traction,86000,04.2013,12.02.2024,-Benz 220 KIT AMG
Suzuki Dzire Glx,35000,Suzuki,Berline,Essence,5,Manuelle,Traction,220000,01.2019,12.02.2024,Dzire Glx
Suzuki Celerio populaire,32500,Suzuki,Compacte,Essence,4,Manuelle,Traction,77000,06.2018,26.01.2024,Celerio populaire
Chery Arrizo 5,49000,Chery,Berline,Essence,7,Manuelle,Traction,66000,10.2020,27.01.2024,Arrizo 5
Toyota Yaris Sedan,50000,Toyota,Citadine,Essence,6,Manuelle,Traction,33000,09.2021,31.01.2024,Yaris Sedan
Peugeot 208,29500,Peugeot,Citadine,Essence,5,Manuelle,Traction,110000,03.2015,24.01.2024,208
BMW Série 4 Coupé,120000,BMW,Coupé,Essence,7,Automatique,Propulsion,78000,10.2017,24.01.2024,Série 4 Coupé
Mercedes-Benz GLA 200 AMG,195000,Mercedes,SUV/4x4,Essence,9,Automatique,Traction,81000,09.2021,24.01.2024,-Benz GLA 200 AMG
Ssangyong Tivoli Manuel ttes options,48500,Ssangyong,SUV/4x4,Essence,7,Manuelle,Traction,98600,10.2017,25.01.2024,Tivoli Manuel ttes options
Dacia Duster,43000,Dacia,Autres,Essence,7,Manuelle,Traction,181000,10.2014,25.01.2024,Duster
Chevrolet Sonic 4p,36000,Chevrolet,Berline,Essence,5,Manuelle,Traction,90000,06.2018,25.01.2024,Sonic 4p
KIA Picanto BVA GT LINE,43500,KIA,Citadine,Essence,5,Automatique,Traction,49520,09.2019,25.01.2024,Picanto BVA GT LINE
Renault Megane 4,65000,Renault,Berline,Essence,7,Manuelle,Traction,80000,06.2021,25.01.2024,Megane 4
BMW Série 3 LOUNGE,168000,BMW,Citadine,Essence,9,Automatique,Traction,65000,05.2021,19.01.2024,Série 3 LOUNGE
Mercedes-Benz Classe A amg,135000,Mercedes,Compacte,Essence,7,Automatique,Traction,56000,01.2019,19.01.2024,-Benz Classe A amg
Mercedes-Benz Classe A A200 Kit AMG,148000,Mercedes,Autres,Essence,9,Automatique,Traction,19000,02.2019,19.01.2024,-Benz Classe A A200 Kit AMG
Renault Kadjar,79000,Renault,Autres,Diesel,6,Automatique,Traction,169000,08.2019,19.01.2024,Kadjar
Mini 3 portes COOPER,45000,Mini,Autres,Essence,7,Automatique,Traction,79000,01.2010,19.01.2024,3 portes COOPER
Mahindra KUV 100,32000,Mahindra,Citadine,Essence,5,Manuelle,Traction,46000,09.2020,20.01.2024,KUV 100
Peugeot 208 Gt line,38500,Peugeot,Citadine,Essence,4,Manuelle,Traction,58000,01.2021,20.01.2024,208 Gt line
Volkswagen Golf 7 IQ. DRIVE,80000,Volkswagen,Berline,Essence,6,Manuelle,Traction,103000,09.2019,20.01.2024,Golf 7 IQ. DRIVE
Audi A6,84000,Audi,Berline,Diesel,9,Manuelle,Traction,330000,04.2012,20.01.2024,A6
Toyota Land Cruiser,265000,Toyota,SUV/4x4,Diesel,11,Automatique,Traction,88000,10.2017,20.01.2024,Land Cruiser
Seat Leon 2 portes,55000,Seat,Citadine,Essence,6,Manuelle,Traction,73000,12.2018,20.01.2024,Leon 2 portes
Peugeot Landtrek Double Cabine,85000,Peugeot,Pick up,Diesel,6,Manuelle,Propulsion,60000,02.2022,20.01.2024,Landtrek Double Cabine
Renault Kadjar,76500,Renault,SUV/4x4,Essence,7,Manuelle,Traction,81000,01.2020,20.01.2024,Kadjar
Nissan Qashqai,73000,Nissan,Autres,Essence,7,Manuelle,Traction,71100,12.2018,20.01.2024,Qashqai
Mercedes-Benz Classe E coupé AMG,77000,Mercedes,Coupé,Essence,11,Automatique,Propulsion,148000,11.2011,21.01.2024,-Benz Classe E coupé AMG
Mini 5 portes Cooper 5 portes,69500,Mini,Berline,Essence,5,Automatique,Traction,34000,06.2016,21.01.2024,5 portes Cooper 5 portes
BMW Série 3 M,235000,BMW,Berline,Essence,10,Automatique,Propulsion,14000,12.2022,21.01.2024,Série 3 M
Alfa Romeo Giulietta,43000,Alfa Romeo,Coupé,Essence,9,Automatique,Traction,182000,08.2015,21.01.2024,Giulietta
Suzuki Swift Bon état/ Première main,29000,Suzuki,Citadine,Essence,5,Manuelle,Propulsion,175000,08.2017,21.01.2024,Swift Bon état/ Première main
Seat Ibiza,39000,Seat,Compacte,Essence,4,Manuelle,Traction,140000,08.2018,21.01.2024,Ibiza
Isuzu Mu-x,235000,Isuzu,SUV/4x4,Diesel,17,Automatique,Intégrale,64000,11.2021,21.01.2024,Mu-x
Ssangyong Tivoli,66000,Ssangyong,SUV/4x4,Essence,7,Manuelle,Traction,35000,07.2018,21.01.2024,Tivoli
BMW X3 S line,85000,BMW,SUV/4x4,Essence,9,Automatique,Propulsion,260000,05.2015,21.01.2024,X3 S line
Citroën C3 Aircross,51000,Citroën,SUV/4x4,Essence,6,Automatique,Traction,40000,02.2020,21.01.2024,C3 Aircross
Audi Q2 tdi boite auto,120000,Audi,Berline,Diesel,6,Automatique,Intégrale,115000,01.2020,21.01.2024,Q2 tdi boite auto
Hyundai Tucson Hybride tucson Nline neuf,155000,Hyundai,Berline,Hybride diesel,7,Automatique,Intégrale,60000,01.2022,21.01.2024,Tucson Hybride tucson Nline neuf
Renault Clio Dynamique,39000,Renault,Citadine,Essence,5,Manuelle,Traction,110000,11.2015,22.01.2024,Clio Dynamique
KIA Rio 5p Prestige,54000,KIA,Citadine,Essence,5,Manuelle,Traction,52200,02.2020,22.01.2024,Rio 5p Prestige
Mercedes-Benz Classe S 350 DIESEL,89000,Mercedes,Berline,Diesel,15,Automatique,Traction,225000,06.2008,22.01.2024,-Benz Classe S 350 DIESEL
KIA Rio 5p Prestige,65000,KIA,Coupé,Essence,5,Manuelle,Traction,30000,04.2021,22.01.2024,Rio 5p Prestige
Hyundai Tucson,160000,Hyundai,SUV/4x4,Essence,10,Automatique,Traction,1700,06.2023,26.02.2024,Tucson
Citroën Berlingo Utilitaire Occasion,22000,Citroën,Utilitaire,Diesel,7,Manuelle,Traction,184000,06.2006,25.01.2024,Berlingo Utilitaire Occasion
BMW Série 5 Kit M,150000,BMW,Berline,Essence,9,Automatique,Propulsion,61000,05.2017,25.01.2024,Série 5 Kit M
Volkswagen Tiguan,92000,Volkswagen,SUV/4x4,Essence,8,Automatique,Traction,103500,10.2018,25.01.2024,Tiguan
Dacia Duster,48000,Dacia,SUV/4x4,Essence,7,Manuelle,Traction,93000,09.2015,25.01.2024,Duster
Volkswagen Amarok v6 3L aventura,153000,Volkswagen,Pick up,Diesel,10,Automatique,Traction,130000,01.2017,25.01.2024,Amarok v6 3L aventura
Audi A3 Berline S Line,92000,Audi,Berline,Essence,6,Automatique,Traction,95000,01.2020,26.01.2024,A3 Berline S Line
Dacia Sandero Stepway Stepway,58500,Dacia,Compacte,Essence,5,Manuelle,Propulsion,12000,03.2021,26.01.2024,Sandero Stepway Stepway
Peugeot 206+,21000,Peugeot,Compacte,Essence,4,Manuelle,Traction,240000,06.2010,26.01.2024,206+
Porsche Cayenne Coupé Full Black Pack S,470000,Porsche,Coupé,Essence,24,Automatique,Intégrale,45000,07.2019,26.01.2024,Cayenne Coupé Full Black Pack S
Ford C-Max,23500,Ford,Monospace,Diesel,5,Manuelle,Traction,294000,02.2008,26.01.2024,C-Max
KIA Sportage GT Line,135000,KIA,SUV/4x4,Essence,8,Automatique,Intégrale,73000,11.2019,26.01.2024,Sportage GT Line
Volkswagen Touareg Black édition,40000,Volkswagen,SUV/4x4,Diesel,16,Automatique,Traction,170000,07.2006,26.01.2024,Touareg Black édition
Land Rover Range Rover Evoque,121000,Land Rover,SUV/4x4,Diesel,11,Automatique,Traction,176000,04.2014,22.01.2024,Range Rover Evoque
Chevrolet Sonic Tout options,37000,Chevrolet,Citadine,Essence,5,Manuelle,Traction,130000,09.2019,23.01.2024,Sonic Tout options
Mercedes-Benz Classe C PARFAITE,180000,Mercedes,Berline,Hybride essence,10,Automatique,Intégrale,41000,01.2022,23.01.2024,-Benz Classe C PARFAITE
Ford Focus Titanium,52000,Ford,Compacte,Essence,6,Manuelle,Traction,104000,04.2017,23.01.2024,Focus Titanium
Renault Kadjar,90000,Renault,SUV/4x4,Diesel,6,Automatique,Propulsion,110000,11.2020,23.01.2024,Kadjar
Mercedes-Benz Classe E Business,250000,Mercedes,Berline,Essence,9,Automatique,Intégrale,7000,06.2023,23.01.2024,-Benz Classe E Business
Mercedes-Benz GLA AMG,175000,Mercedes,Autres,Essence,8,Automatique,Traction,25000,04.2021,23.01.2024,-Benz GLA AMG
Citroën C4 Coupé VTS,22000,Citroën,Coupé,Essence,7,Manuelle,Traction,180000,08.2008,23.01.2024,C4 Coupé VTS
Citroën C4,22500,Citroën,Autres,Essence,6,Manuelle,Traction,264000,01.2008,23.01.2024,C4
Peugeot 207,24500,Peugeot,Citadine,Essence,6,Manuelle,Traction,205000,02.2011,23.01.2024,207
Suzuki Ciaz Bva,65000,Suzuki,Berline,Essence,6,Automatique,Traction,20000,07.2023,23.01.2024,Ciaz Bva
Ssangyong Actyon Sports 4x4,45000,Ssangyong,Pick up,Diesel,7,Manuelle,Traction,300000,01.2016,23.01.2024,Actyon Sports 4x4
Volkswagen Tiguan,55000,Volkswagen,SUV/4x4,Diesel,9,Automatique,Traction,147202,01.2012,24.01.2024,Tiguan
Mercedes-Benz CLA 180,78000,Mercedes,Berline,Essence,7,Automatique,Traction,93000,06.2014,24.01.2024,-Benz CLA 180
Mercedes-Benz Classe A,68000,Mercedes,Compacte,Essence,6,Automatique,Traction,184600,02.2015,24.01.2024,-Benz Classe A
Ford Ecosport,70000,Ford,SUV/4x4,Essence,7,Manuelle,Traction,34000,01.2023,24.01.2024,Ecosport
Jeep Renegade,105000,Jeep,SUV/4x4,Essence,7,Automatique,Traction,20000,01.2023,10.02.2024,Renegade
KIA Rio 5p,49500,KIA,Coupé,Essence,5,Manuelle,Traction,124500,04.2018,30.01.2024,Rio 5p
Mercedes-Benz Classe A,78000,Mercedes,Autres,Essence,6,Manuelle,Traction,112000,09.2014,24.02.2024,-Benz Classe A
Haval Jolion,92000,Haval,SUV/4x4,Essence,9,Automatique,Traction,21000,01.2022,26.02.2024,Jolion
Renault Clio,28900,Renault,Citadine,Essence,5,Manuelle,Traction,233000,08.2010,26.02.2024,Clio
KIA Sportage,100000,KIA,SUV/4x4,Diesel,10,Automatique,Traction,130000,10.2016,26.02.2024,Sportage
Volkswagen Golf 7 IQ drive,79500,Volkswagen,Compacte,Essence,6,Manuelle,Traction,100000,09.2019,26.02.2024,Golf 7 IQ drive
Toyota Aygo,33000,Toyota,Compacte,Essence,4,Manuelle,Traction,69000,12.2020,23.02.2024,Aygo
Ford Ka Titanium,25500,Ford,Citadine,Essence,4,Manuelle,Manuelle,98000,02.2014,23.02.2024,Ka Titanium
